"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-06","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",27,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-07","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",19,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-08","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-09","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",46,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-10","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-11","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",17,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-12","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-13","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-14","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-15","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-16","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-17","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-18","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-19","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-20","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-21","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",16,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-22","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-23","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-24","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-25","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-26","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-27","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-28","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-29","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-30","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-05-31","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-01","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-02","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",20,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-03","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",15,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-04","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-05","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",18,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-06","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",20,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-09","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-10","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",51,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-11","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-12","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-13","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",13,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-14","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",20,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-15","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-16","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-17","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",13,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-18","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",4,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-19","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-20","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",16,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-21","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",14,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-22","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-23","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-24","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-25","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-26","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-27","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-28","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-29","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-06-30","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-02","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-03","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-04","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-05","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-06","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-07","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-08","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",13,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-09","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-10","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-11","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-12","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-14","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",17,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-16","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",5,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-18","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",19,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-19","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",27,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-20","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-21","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-22","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-23","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-24","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-25","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",4,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-26","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-27","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-28","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",15,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-29","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-30","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-07-31","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-02","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-03","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",4,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-04","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",13,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-05","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-06","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-07","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-08","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",3,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-09","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-10","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-11","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",19,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-12","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-13","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",16,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-14","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-15","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",17,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-16","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",34,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-17","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",27,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-18","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-19","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",11,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-20","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-21","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",3,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-22","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-23","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",13,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-24","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",14,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-25","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",24,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-26","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",13,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-27","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-28","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-29","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-30","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-08-31","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",4,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-01","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-02","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",21,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-03","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",27,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-04","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",14,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-05","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",10,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-06","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",15,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-07","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",16,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-08","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",14,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-09","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",19,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-10","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",4,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-11","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-12","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",16,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-13","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-14","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-15","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",15,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-16","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",25,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-17","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-18","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",20,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-19","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",19,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-21","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",7,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-22","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-23","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",14,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-24","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",20,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-25","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",18,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-26","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",19,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-27","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",9,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-28","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",6,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-29","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",8,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-09-30","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",12,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-10-01","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",25,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-10-02","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",31,"Air Quality Index"
"geoId/02110","","Juneau City and Borough","AirQualityIndex_AirPollutant","1988-10-03","EPAAirQualityIndex","https://aqs.epa.gov/aqsweb/airdata/download_files.html","","","",16,"Air Quality Index"
