ship_name,slice_time,lon,lat,hdg,sog,cog,draught,status
1,2024/02/21 17:00,3.134935,51.397048,287,14.1,292.9,10.7,0
1,2024/02/21 20:00,2.210318,51.475937,38,21.8,38.5,10.7,0
1,2024/02/21 23:00,2.966667,52.505,30,20,30,10.7,0
1,2024/02/22 02:00,3.586667,53.296667,24,19,24,10.7,0
1,2024/02/22 05:00,4.648333,54.03,19,19,19,10.7,0
1,2024/02/22 08:00,4.482763,54.931377,352,19.1,353,10.7,0
1,2024/02/22 11:00,4.128475,55.863078,336,19,337.3,10.7,0
1,2024/02/22 14:00,3.92018,56.794907,3,19.4,3.4,10.7,0
1,2024/02/22 17:00,4.03572,57.759254,2,19.3,3.3,10.7,0
1,2024/02/22 20:00,4.158142,58.730192,4,20.2,3.6,10.7,0
1,2024/02/22 23:00,4.233283,59.71485,357,20.3,356.2,10.7,0
1,2024/02/23 02:00,4.190048,60.66181,0,19.3,359.5,10.7,0
1,2024/02/29 05:00,72.459268,71.433295,14,14.4,15,10.7,0
1,2024/02/29 08:00,73.096667,72.128333,20,14,20,10.7,0
1,2024/02/29 11:00,73.583525,72.6787,299,12.4,297.9,12,0
1,2024/02/29 14:00,72.61305,73.334922,3,12.4,3.7,12,0
1,2024/02/29 17:00,71.331667,73.828333,300,13,300,12,0
1,2024/02/29 20:00,69.228827,73.63368,209,14.2,208.7,12,0
1,2024/02/29 23:00,68.510615,73.114322,208,1.5,198.3,12,0
1,2024/03/01 02:00,67.851667,72.68,198,11,198,12,0
1,2024/03/01 05:00,66.514135,72.160562,239,10.8,239.1,12,0
1,2024/03/01 08:00,64.758333,71.756667,230,11,230,12,0
1,2024/03/01 11:00,63.465497,71.408818,234,14.6,235.3,12,0
1,2024/03/01 14:00,61.588333,71.136667,250,13,250,12,0
1,2024/03/01 17:00,59.316667,70.878333,250,15,250,12,0
1,2024/03/01 20:00,58.019252,70.518998,217,12.9,220.7,12,0
1,2024/03/01 23:00,57.102555,70.15985,260,13.3,260.6,12,0
1,2024/03/02 02:00,54.945,70.196667,292,14,292,12,0
1,2024/03/02 05:00,52.961667,70.403333,289,15,289,12,0
1,2024/03/02 08:00,50.438333,70.696667,290,16,290,12,0
1,2024/03/02 11:00,48.273965,70.934513,281,17.7,282.3,12,0
1,2024/03/02 14:00,45.597998,71.138607,282,17.8,283.5,12,0
1,2024/03/02 17:00,42.753333,71.335,278,17,278,12,0
1,2024/03/02 20:00,40.422385,71.421813,275,17.5,276.3,12,0
1,2024/03/02 23:00,37.602153,71.522773,277,17.9,277.5,12,0
1,2024/03/03 02:00,34.845,71.616667,272,18,272,12,0
1,2024/03/03 05:00,31.874632,71.650958,271,18,271.9,12,0
1,2024/03/03 08:00,29.070842,71.670235,265,18.5,262.1,12,0
1,2024/03/03 11:00,26.220718,71.721898,285,18.2,279.6,12,0
1,2024/03/03 14:00,23.348387,71.579117,263,17.8,264.2,12,0
1,2024/03/03 17:00,20.681787,71.318478,245,18.4,242.2,12,0
1,2024/03/09 02:00,3.211532,51.347285,272,2.8,247.9,12,0
1,2024/03/09 05:00,2.145212,51.383645,329,16.5,321.4,10.6,0
1,2024/03/09 08:00,2.655193,52.10862,13,18.2,6.6,10.6,0
1,2024/03/09 11:00,3.378333,52.928333,18,18,18,10.6,0
1,2024/03/09 14:00,4.09,53.641667,50,16,50,10.6,0
1,2024/03/09 17:00,4.621667,54.296667,350,16,350,10.6,0
1,2024/03/09 20:00,4.36,55.15,350,16,350,10.6,0
1,2024/03/09 23:00,4.080923,55.922987,339,16.8,337.4,10.6,0
1,2024/03/10 02:00,3.912492,56.718148,7,16.4,2.8,10.6,0
1,2024/03/10 05:00,3.991667,57.495,7,14,7,10.6,0
1,2024/03/10 08:00,4.057885,58.22186,357,14.5,349,10.6,0
1,2024/03/10 11:00,3.865718,59.001967,0,16.6,359,10.6,0
1,2024/03/10 14:00,4.188148,59.862918,357,17.9,359,10.6,0
1,2024/03/10 17:00,4.187337,60.764095,356,17.3,357.3,10.6,0
1,2024/03/10 20:00,4.187603,61.674538,359,16.8,1.1,10.6,0
1,2024/03/10 23:00,4.21151,62.478938,0,17.2,358.9,10.6,0
1,2024/03/11 02:00,4.639912,63.323062,22,16.9,22.2,10.6,0
1,2024/03/29 11:00,-2.515288,47.056478,246,13.3,246.6,10.6,0
1,2024/03/29 14:00,-3.536937,47.097443,290,14.3,292.9,10.6,0
1,2024/03/29 17:00,-4.53,47.441667,301,16,301,10,0
1,2024/03/29 20:00,-5.488333,47.915,336,17,336,10,0
1,2024/03/29 23:00,-5.671667,48.743333,28,19,28,10.6,0
1,2024/03/30 02:00,-4.391977,49.250357,60,20.3,61.3,10,0
1,2024/03/30 05:00,-3.074072,49.74884,57,19.9,58.8,10.6,0
1,2024/03/30 08:00,-1.590375,50.04225,70,19.8,72.3,10.6,0
1,2024/03/30 11:00,-0.23109,50.279732,74,16.6,74.5,10.6,0
1,2024/03/30 14:00,1.01773,50.521042,51,16.9,51.1,10.6,0
1,2024/03/30 17:00,1.838727,51.128373,57,15.5,57.4,10.6,0
1,2024/03/30 20:00,2.503888,51.713575,38,16.2,40.3,10.6,0
1,2024/03/30 23:00,2.986667,52.503333,27,18,27,10,0
1,2024/03/31 02:00,3.641717,53.347713,25,18.5,23.9,10,0
1,2024/03/31 05:00,4.666667,54.036667,17,17,17,10.6,0
1,2024/03/31 08:00,4.466335,54.8534,344,17.5,346.1,10.6,0
1,2024/03/31 11:00,4.205288,55.72643,353,17.4,352.2,10.6,0
1,2024/03/31 14:00,3.890387,56.558022,4,17.7,4,10.6,0
1,2024/03/31 17:00,3.985797,57.440358,5,17.9,5.1,10.6,0
1,2024/03/31 20:00,4.12307,58.33309,5,18.6,4.8,10.6,0
1,2024/03/31 23:00,4.162752,59.228768,1,18.1,2.2,10.6,0
1,2024/04/01 02:00,4.191873,60.084442,358,17.2,1.3,10.6,0
1,2024/04/01 05:00,4.187908,60.936888,357,17,359.8,10.6,0
1,2024/04/01 08:00,4.163032,61.768702,0,16.7,1.4,10.6,0
1,2024/04/01 11:00,4.196987,62.608867,359,17,359.1,10.6,0
1,2024/04/01 14:00,4.665142,63.37625,25,15.5,24.6,10.6,0
1,2024/04/01 17:00,5.37868,64.055665,25,14.9,24.8,10.6,0
1,2024/04/01 20:00,6.088333,64.72,27,14,27,10.6,0
1,2024/04/01 23:00,6.823333,65.393333,26,14,26,10.6,0
1,2024/04/02 02:00,7.519282,66.015728,23,15,21.1,10.6,0
1,2024/04/02 05:00,8.273333,66.68,26,14,26,10.6,0
1,2024/04/02 08:00,9.127837,67.399407,26,15.2,26.2,10.6,0
1,2024/04/02 11:00,10.05177,68.090858,27,16.8,29.3,10.6,0
1,2024/04/02 14:00,11.710932,68.65233,48,17,49.9,10.6,0
1,2024/04/02 17:00,13.383667,69.224715,47,15.9,47.7,10.6,0
1,2024/04/02 20:00,15.134867,69.789573,48,16.4,48.5,10.6,0
1,2024/04/02 23:00,16.967997,70.364327,43,17.6,43.3,10.6,0
1,2024/04/03 02:00,18.888358,70.946273,47,17.3,49.3,10.6,0
1,2024/04/03 05:00,21.305517,71.306382,64,16.6,65.5,10.6,0
1,2024/04/03 08:00,23.515935,71.7428,45,16.9,45.6,10.6,0
1,2024/04/03 11:00,25.349473,72.307565,46,16.3,44.2,10.6,0
1,2024/04/03 14:00,27.388968,72.874513,47,17,48.2,10.6,0
1,2024/04/03 17:00,29.569415,73.434282,51,17.1,52.4,10.6,0
1,2024/04/03 20:00,32.06726,73.996647,50,16.8,54.4,10.6,0
1,2024/04/03 23:00,34.507727,74.48888,54,17.1,52.8,10.6,0
1,2024/04/04 02:00,37.65768,75.041213,58,16.6,58.9,10.6,0
1,2024/04/04 05:00,39.865313,75.34491,85,16.6,85.1,10.6,0
1,2024/04/04 08:00,43.51556,75.450168,88,16.9,88.4,10.6,0
1,2024/04/04 11:00,46.257968,75.51771,73,16.8,78.4,10.6,0
1,2024/04/04 14:00,49.498333,75.626667,60,17,60,10.6,0
1,2024/04/04 17:00,52.566285,76.061733,62,17.2,61.4,10.6,0
1,2024/04/04 20:00,55.87888,76.515053,59,17,59.8,10.6,0
1,2024/04/04 23:00,58.898333,76.903333,66,17,66,10.6,0
1,2024/04/05 02:00,63.047515,77.263512,79,16.9,79.9,10.6,0
1,2024/04/05 05:00,65.981103,77.380753,79,14.7,78.1,10.6,0
1,2024/04/05 08:00,68.638758,77.270072,106,10.4,107.1,10.6,0
1,2024/04/05 11:00,70.30111,76.84871,208,11.5,212.6,10.6,0
1,2024/04/05 14:00,71.243333,76.593333,143,8,143,10.6,0
1,2024/04/05 17:00,71.167875,76.238038,193,7.6,189.9,10.6,0
1,2024/04/05 20:00,70.98856,75.82453,194,7.5,195.8,10.6,0
1,2024/04/05 23:00,71.953333,75.3,180,12,180,10.7,0
1,2024/04/08 14:00,72.795072,71.70406,22,13.7,25.7,10.7,0
1,2024/04/08 17:00,72.946755,71.955115,63,0.3,179.9,12,0
1,2024/04/08 20:00,73.083883,72.102035,16,5.5,13.4,12,0
1,2024/04/08 23:00,73.781092,72.580985,353,12.8,350.5,12,0
1,2024/04/09 02:00,72.748333,73.09,326,13,326,12,0
1,2024/04/09 05:00,72.577203,73.638545,334,5.3,332.2,12,0
1,2024/04/09 08:00,72.078333,73.925,8,9,8,12,0
1,2024/04/09 11:00,71.501128,74.337198,308,9,308.3,12,0
1,2024/04/09 14:00,71.033218,74.631757,343,10,335.2,12,0
1,2024/04/09 17:00,71.276667,74.885,69,10,69,12,0
1,2024/04/09 20:00,71.381174,75.202464,69,10,69,12,0
1,2024/04/09 20:00,71.485681,75.519928,69,10,69,12,0
1,2024/04/09 23:00,71.590188,75.837392,343,4.2,345,12,0
1,2024/04/10 02:00,71.155952,76.2585344,343,4.2,345,12,0
1,2024/04/10 02:00,71.37307,76.0479632,343,4.2,345,12,0
1,2024/04/10 05:00,70.938834,76.4691056,343,4.2,345,12,0
1,2024/04/10 05:00,70.721716,76.6796768,343,4.2,345,12,0
1,2024/04/10 08:00,70.504598,76.890248,334,6.3,334.3,12,0
1,2024/04/10 11:00,68.995507,77.223398,274,10.2,274.2,12,0
1,2024/04/10 14:00,66.616667,77.158333,268,13,268,12,0
1,2024/04/10 17:00,63.946273,76.86657,254,13.9,254,12,0
1,2024/04/10 20:00,60.813693,76.731688,264,14.8,265.4,12,0
1,2024/04/10 23:00,57.415655,76.652505,251,14.6,252.4,12,0
1,2024/04/11 02:00,53.891667,76.54,260,17,260,12,0
1,2024/04/11 05:00,50.751733,76.289312,229,16.9,230.8,12,0
1,2024/04/11 08:00,47.84917,75.708802,230,17.4,230,12,0
1,2024/04/11 11:00,44.873525,75.362687,249,17.3,249.6,12,0
1,2024/04/11 14:00,41.695,75.166667,252,17,252,12,0
1,2024/04/11 17:00,38.648333,74.915,271,14,271,12,0
1,2024/04/11 20:00,35.514123,74.707813,247,17.7,252.7,12,0
1,2024/04/11 23:00,32.117323,74.35677,246,16.8,243.8,12,0
1,2024/04/12 02:00,30.08,73.938333,223,17,223,12,0
1,2024/04/12 05:00,27.770497,73.304728,225,17.5,227.1,12,0
1,2024/04/12 08:00,25.809583,72.639533,216,17.9,216.6,12,0
1,2024/04/12 11:00,24.159605,71.973355,216,17.2,216.1,12,0
1,2024/04/12 14:00,21.90675,71.486048,247,18,247.6,12,0
1,2024/04/12 17:00,19.371855,71.126672,244,18.3,245.8,12,0
1,2024/04/12 20:00,17.356803,70.591478,226,16.2,226.6,12,0
1,2024/04/12 23:00,15.480203,70.026013,222,17.3,222.8,12,0
1,2024/04/13 02:00,13.780162,69.460817,227,16.9,226.8,12,0
1,2024/04/13 05:00,12.046667,68.89,228,16,228,12,0
1,2024/04/13 08:00,10.395713,68.342233,225,15.8,225,12,0
1,2024/04/13 11:00,9.248725,67.676818,209,15.3,209.6,12,0
1,2024/04/13 14:00,8.39,66.965712,206,16,205,12,0
1,2024/04/13 17:00,7.59606,66.2737,203,15.1,202.8,12,0
1,2024/04/13 20:00,6.865,65.62,204,12,204,12,0
1,2024/04/13 23:00,6.243782,65.051532,211,11.2,203.5,12,0
1,2024/04/14 02:00,5.576667,64.451667,207,13,207,12,0
1,2024/04/14 05:00,4.876398,63.773868,206,16.3,203.1,12,0
1,2024/04/14 08:00,4.049207,62.962792,201,17.7,200.4,12,0
1,2024/04/14 11:00,3.99768,62.070188,180,18,180.5,12,0
1,2024/04/14 14:00,4.012425,61.19904,180,18,180.5,12,0
1,2024/04/14 17:00,4.013873,60.354462,173,17.7,173.9,12,0
1,2024/04/14 20:00,4.056323,59.531232,179,16.6,179.2,12,0
1,2024/04/14 23:00,4.006237,58.657703,183,17.5,180.3,12,0
1,2024/04/15 02:00,3.946667,57.741667,183,18,183,12,0
1,2024/04/15 05:00,3.893333,56.873333,181,17,181,12,0
1,2024/04/15 08:00,3.945,56.041667,148,17,148,12,0
1,2024/04/15 11:00,4.3217,55.232185,176,17.5,176.9,12,0
1,2024/04/15 14:00,4.408333,54.341667,176,17,176,12,0
1,2024/04/15 17:00,3.65,53.701667,176,15,200,12,0
1,2024/04/15 20:00,3.259727,52.930397,203,17.7,200,12,0
1,2024/04/15 23:00,2.62,52.118333,203,18,188,12,0
1,2024/04/16 02:00,1.90906,51.419153,207,16.2,204.3,12,0
1,2024/04/16 05:00,1.066187,50.811295,222,17.4,221.9,11.8,0
1,2024/04/16 08:00,-0.083855,50.466672,247,15.6,244.1,11.8,0
1,2024/04/16 11:00,-1.19595,50.229387,256,15.6,254.7,11.8,0
1,2024/04/16 14:00,-2.483963,50.030122,255,18.3,253.8,11.8,0
1,2024/04/21 08:00,-6.865972,37.049007,225,14,221.2,10.6,0
1,2024/04/21 11:00,-7.86139,36.773378,265,17.4,264.1,10.6,0
1,2024/04/21 14:00,-8.919667,36.629712,263,17.6,261.7,10.6,0
1,2024/04/21 17:00,-9.515973,37.198902,348,16.9,348.9,10.6,0
1,2024/04/21 20:00,-9.753855,38.050692,346,17.4,346.6,10.6,0
1,2024/04/21 23:00,-9.951033,38.887062,0,16.9,358.6,10.6,0
1,2024/04/22 02:00,-10.047215,39.74596,354,17.1,353.6,10.6,0
1,2024/04/22 05:00,-10.077935,40.608263,356,17.1,356,10.6,0
1,2024/04/22 08:00,-10.238155,41.446552,351,17.4,352.2,10.6,0
1,2024/04/22 11:00,-10.32,42.34,351,16,3,10.6,0
1,2024/04/22 14:00,-10.421237,43.036553,3,13.8,353.7,10.6,0
1,2024/04/22 17:00,-10.448333,43.725,3,13,16,10.6,0
1,2024/04/22 20:00,-10.363333,44.521667,3,16,5,10.6,0
1,2024/04/22 23:00,-10.421667,45.34,3,17,352,10.6,0
1,2024/04/23 02:00,-10.565,46.19,3,17,353,10.6,0
1,2024/04/23 05:00,-10.69,47.011667,3,17,354,10.6,0
1,2024/04/23 08:00,-10.818333,47.848333,3,16,355,10.6,0
1,2024/04/23 11:00,-10.93,48.668333,3,16,355,10.6,0
1,2024/04/23 14:00,-11.051667,49.488333,3,16,355,10.6,0
1,2024/04/23 17:00,-11.124763,50.300902,350,15.6,349.6,10.6,0
1,2024/04/23 20:00,-11.218333,51.045,350,15,357,10.6,0
1,2024/04/23 23:00,-11.258333,51.813333,350,15,359,10.6,0
1,2024/04/24 02:00,-11.278743,52.578125,359,15.5,359.8,10.6,0
1,2024/04/24 05:00,-11.27415,53.366107,358,15.2,359.2,10.6,0
1,2024/04/24 08:00,-11.266667,54.106667,358,15,0,10.6,0
1,2024/04/24 11:00,-10.953333,54.878333,358,15,13,10.6,0
1,2024/04/24 14:00,-10.636667,55.608333,358,15,15,10.6,0
1,2024/04/24 17:00,-10.285,56.401667,358,15,13,10.6,0
1,2024/04/24 20:00,-9.94521,57.144605,15,15.5,15.2,10.6,0
1,2024/04/24 23:00,-9.589418,57.90504,13,15.6,13.5,10.6,0
1,2024/04/25 02:00,-8.887512,58.590555,31,15.9,33.8,10.6,0
1,2024/04/25 05:00,-8.036667,59.266667,31,14,32,10.6,0
1,2024/04/25 08:00,-7.231667,59.895,31,14,35,10.6,0
1,2024/04/25 11:00,-6.493878,60.462395,33,14.5,33.7,10.6,0
1,2024/04/25 14:00,-5.685,61.055,33,14,27,10.6,0
1,2024/04/25 17:00,-4.828592,61.678598,29,16.1,31.2,10.6,0
1,2024/04/25 20:00,-3.817793,62.296542,45,16.1,47.4,10.6,0
1,2024/04/25 23:00,-2.388333,62.888333,45,15,48,10.6,0
1,2024/04/26 02:00,-1.141667,63.4,45,17,47,10.6,0
1,2024/04/26 05:00,0.258928,63.961147,46,17.4,46.9,10.6,0
1,2024/04/26 08:00,1.758333,64.55,46,16,49,10.6,0
1,2024/04/26 11:00,3.50999,65.22361,45,17.6,46.2,10.6,0
1,2024/05/03 05:00,72.446667,71.436667,201,8,9,10.6,0
1,2024/05/03 08:00,72.94661,71.957913,6,11.6,6.6,10.6,0
1,2024/05/03 11:00,73.830817,72.42515,13,9,13.1,10.6,0
1,2024/05/03 14:00,73.771037,72.758188,0,11.7,359.6,10.6,0
1,2024/05/03 17:00,73.215543,73.310395,321,10.9,313.3,10.6,0
1,2024/05/03 20:00,73.375635,73.400533,50,8.4,58.5,10.6,0
1,2024/05/03 23:00,72.835,73.816667,50,7,324,10.6,0
1,2024/05/04 02:00,72.645,73.908333,50,0,316,10.6,0
1,2024/05/04 05:00,72.571667,74.026667,50,6,347,10.6,0
1,2024/05/04 08:00,72.175,74.221667,50,6,336,10.6,0
1,2024/05/04 11:00,71.978333,74.526667,50,9,348,10.6,0
1,2024/05/04 14:00,71.23652,75.101967,352,15.2,352.4,10.6,0
1,2024/05/04 17:00,70.483722,75.833905,351,13.8,347.1,10.6,0
1,2024/05/04 20:00,70.295273,76.394893,358,15.2,357.2,10.6,0
1,2024/05/04 23:00,70.194797,76.865368,328,13.2,328.3,10.6,0
1,2024/05/05 02:00,68.298333,77.281667,328,14,287,10.6,0
1,2024/05/05 05:00,64.952758,77.186385,243,17.3,245,10.6,0
1,2024/05/05 08:00,61.346402,76.893738,250,17.1,253.6,10.6,0
1,2024/05/05 11:00,57.890392,76.628472,258,15.6,258.6,10.6,0
1,2024/05/05 14:00,54.325612,76.399128,257,15.7,257,10.6,0
1,2024/05/05 17:00,50.766557,76.273993,263,17.9,264.5,10.6,0
1,2024/05/05 20:00,46.804843,76.11396,258,18.1,259,10.6,0
1,2024/05/05 23:00,43.645882,75.882802,244,18,244.1,10.6,0
1,2024/05/06 02:00,40.493248,75.48852,245,18,246.9,10.6,0
1,2024/05/06 05:00,37.126667,74.968333,245,17,236,10.6,0
1,2024/05/06 08:00,34.720207,74.525208,234,17.6,235,10.6,0
1,2024/05/06 11:00,31.906725,73.965877,232,17.6,232.5,10.6,0
1,2024/05/06 14:00,29.713463,73.47467,231,18,231.7,10.6,0
1,2024/05/06 17:00,27.268548,72.89514,230,17.9,231.2,10.6,0
1,2024/05/06 20:00,24.952598,72.364685,235,17.7,234,10.6,0
1,2024/05/06 23:00,22.598395,71.846682,233,18.4,234.4,10.6,0
1,2024/05/07 02:00,20.266107,71.304883,226,18.4,226.5,10.6,0
1,2024/05/07 05:00,18.043557,70.797557,229,17.6,228.4,10.6,0
1,2024/05/07 08:00,16.088522,70.195337,228,17.4,228.3,10.6,0
1,2024/05/07 11:00,14.203758,69.57443,225,18.3,225.4,10.6,0
1,2024/05/07 14:00,12.296393,68.974058,228,18,230.2,10.6,0
1,2024/05/07 17:00,10.47954,68.363373,227,17.9,227.1,10.6,0
1,2024/05/07 20:00,9.210083,67.650008,204,17.3,204.7,10.6,0
1,2024/05/07 23:00,8.27938,66.86675,203,17.6,204.9,10.6,0
1,2024/05/08 02:00,7.344508,66.046283,205,17.9,205.4,10.6,0
1,2024/05/08 05:00,6.462557,65.256223,206,17.6,205.9,10.6,0
1,2024/05/08 08:00,5.603335,64.459157,205,17.6,205.1,10.6,0
1,2024/05/08 11:00,4.7505,63.652185,206,18.6,206.1,10.6,0
1,2024/05/08 14:00,4.010098,62.808605,180,17,179.7,10.6,0
1,2024/05/08 17:00,4.013575,61.919305,179,17.6,180.9,10.6,0
1,2024/05/08 20:00,3.991995,61.036847,180,17.2,181.4,10.6,0
1,2024/05/08 23:00,4.022467,60.146855,178,17.8,179.3,10.6,0
1,2024/05/09 02:00,4.013008,59.265425,182,17.3,181.2,10.6,0
1,2024/05/09 05:00,3.983507,58.401072,180,17.2,180.7,10.6,0
1,2024/05/09 08:00,3.928333,57.503333,180,17,181,10.6,0
1,2024/05/12 08:00,2.478388,51.383497,254,17.9,253.9,10.6,0
1,2024/05/12 11:00,2.622343,51.96647,0,18,2.3,10.6,0
1,2024/05/12 14:00,3.267322,52.795133,19,18.2,19.4,10.6,0
1,2024/05/12 17:00,3.906503,53.557347,55,17.1,56.3,10.6,0
1,2024/05/12 20:00,4.647658,54.21811,349,17.3,349.9,10.6,0
1,2024/05/12 23:00,4.4006,55.073062,352,17.7,350.4,10.6,0
1,2024/05/13 02:00,4.076697,55.934677,338,17.8,337.4,10.6,0
1,2024/05/13 05:00,3.916153,56.78733,3,17.7,2.6,10.6,0
1,2024/05/13 08:00,4.026237,57.670193,3,17.6,4.4,10.6,0
1,2024/05/13 11:00,4.110633,58.623833,4,17.7,5,10.6,0
1,2024/05/13 14:00,4.197733,59.415015,359,17.7,358.5,10.6,0
1,2024/05/13 17:00,4.192035,60.266963,1,16.5,0.1,10.6,0
1,2024/05/13 20:00,4.187812,61.091582,1,17.4,1,10.6,0
1,2024/05/13 23:00,4.195028,61.949033,1,17.3,2.7,10.6,0
1,2024/05/14 02:00,4.223367,62.767232,356,16.4,1.4,10.6,0
1,2024/05/14 05:00,4.806737,63.512468,22,15.3,24.1,10.6,0
1,2024/05/20 08:00,72.278585,71.339258,30,8.6,29.4,10.6,0
1,2024/05/20 11:00,72.798927,71.689125,30,1.7,212.8,10.6,0
1,2024/05/20 14:00,73.012658,72.045772,18,13.8,19.1,10.6,0
1,2024/05/20 17:00,73.795473,72.58346,1,13.3,2.9,12,0
1,2024/05/20 20:00,73.45892,73.030285,319,10.6,324.7,12,0
1,2024/05/20 23:00,73.248282,73.478958,359,9.2,2.5,12,0
1,2024/05/21 02:00,73.332932,73.794627,10,13.4,12.1,12,0
1,2024/05/21 05:00,73.557667,74.33096,23,14.1,18.8,12,0
1,2024/05/21 08:00,74.829025,74.901613,40,15.3,43.1,12,0
1,2024/05/21 11:00,73.719707,75.490388,1,15.3,355.3,12,0
1,2024/05/21 14:00,73.342948,76.133548,321,13.9,323.7,12,0
1,2024/05/21 17:00,71.85398,76.602612,22,14.9,16.9,12,0
1,2024/05/21 20:00,70.00427,77.05074,308,12,302.2,12,0
1,2024/05/21 23:00,67.375005,77.28563,270,14.4,266.6,12,0
1,2024/05/22 02:00,64.028333,77.213333,270,16,259,12,0
1,2024/05/22 05:00,60.38106,77.02271,253,16.9,253.6,12,0
1,2024/05/22 08:00,56.833233,76.790083,253,17.3,253.7,12,0
1,2024/05/22 11:00,53.226415,76.613888,260,16.8,259.7,12,0
1,2024/05/22 14:00,49.467668,76.447017,259,17.4,258.8,12,0
1,2024/05/22 17:00,46.104968,76.245713,252,17.1,251.7,12,0
1,2024/05/22 20:00,42.78,75.961667,252,17,246,12,0
1,2024/05/22 23:00,39.602712,75.640325,248,17.2,246.3,12,0
1,2024/05/23 02:00,36.51,75.255,248,17,240,12,0
1,2024/05/23 05:00,33.537862,74.801432,239,17.3,239.1,12,0
1,2024/05/23 08:00,30.902203,74.385073,241,17.2,240.3,12,0
1,2024/05/23 11:00,28.339317,73.88715,234,17.1,233.2,12,0
1,2024/05/23 14:00,25.987052,73.410397,234,16.6,235,12,0
1,2024/05/23 17:00,23.641617,72.889182,231,16.8,233.3,12,0
1,2024/05/23 20:00,21.396528,72.393568,231,16.6,232.3,12,0
1,2024/05/23 23:00,19.307997,71.893417,232,15.9,233.5,12,0
1,2024/05/24 02:00,17.278823,71.333172,227,16.7,226.9,12,0
1,2024/05/24 05:00,15.465,70.781667,227,16,229,12,0
1,2024/05/24 08:00,13.653333,70.218333,227,16,228,12,0
1,2024/05/24 11:00,12.072007,69.665432,223,16.1,223.7,12,0
1,2024/05/30 11:00,-3.1106,43.514442,329,16.4,330.3,10.6,0
1,2024/05/30 14:00,-3.635,44.275,329,16,335,10.6,0
1,2024/05/30 17:00,-4.133333,45.051667,329,17,334,10.6,0
1,2024/05/30 20:00,-4.74,45.77,329,16,326,10.6,0
1,2024/05/30 23:00,-5.43,46.483333,329,16,324,10.6,0
1,2024/05/31 02:00,-6.066667,47.126667,329,15,327,10.6,0
1,2024/05/31 05:00,-6.21754,47.84846,348,15.2,350,10.6,0
1,2024/05/31 08:00,-6.396383,48.614537,350,14.9,351.9,10.6,0
1,2024/05/31 11:00,-6.567175,49.324467,353,14.7,352,10.6,0
1,2024/05/31 14:00,-6.636585,50.0646,19,15.3,18.6,10.6,0
1,2024/05/31 17:00,-6.24741,50.797602,14,15.8,16.5,10.6,0
1,2024/05/31 20:00,-5.89564,51.541765,12,15.6,14.1,10.6,0
1,2024/05/31 23:00,-5.519012,52.320957,15,16.7,16.3,10.6,0
1,2024/06/01 02:00,-5.160073,53.120087,2,14.1,2.6,10.6,0
1,2024/06/01 05:00,-5.123512,53.856868,4,14.4,4,10.6,0
1,2024/06/01 08:00,-5.140718,54.598532,337,15.5,337.1,10.6,0
1,2024/06/01 11:00,-5.794317,55.214788,322,13.3,325.2,10.6,0
1,2024/06/01 14:00,-6.747675,55.607835,296,15.4,292,10.6,0
1,2024/06/01 17:00,-7.644142,56.121513,340,15.8,341.3,10.6,0
1,2024/06/01 20:00,-8.10801,56.84945,358,16.3,358.5,10.6,0
1,2024/06/01 23:00,-8.075127,57.6462,32,16.3,32.9,10.6,0
1,2024/06/02 02:00,-7.23007,58.324253,30,16.6,29.9,10.6,0
1,2024/06/02 05:00,-6.90146,59.097543,11,15.8,12.4,10.6,0
1,2024/06/02 08:00,-6.406773,59.866405,24,16.2,25.7,10.6,0
1,2024/06/09 20:00,72.303333,71.37,201,14,22,10.6,0
1,2024/06/09 23:00,73.046667,72.081667,201,11,26,12,0
1,2024/06/10 02:00,73.76957,72.627443,359,12.8,358.6,12,0
1,2024/06/10 05:00,72.552978,73.04662,320,13.8,321.3,12,0
1,2024/06/10 08:00,72.871818,73.576152,5,11.1,6.7,12,0
1,2024/06/10 11:00,73.523333,74.038333,5,15,41,12,0
1,2024/06/10 14:00,73.866758,74.709423,345,14.2,348.7,12,0
1,2024/06/10 17:00,73.672068,75.297752,21,16.6,20.9,12,0
1,2024/06/10 20:00,74.435,76.021667,21,16,9,12,0
1,2024/06/10 23:00,73.039698,76.400735,328,15.6,326.9,12,0
1,2024/06/11 02:00,71.523137,76.995648,357,13.8,355.2,12,0
1,2024/06/11 05:00,69.354883,77.31573,279,13.1,285.6,12,0
1,2024/06/11 08:00,66.506758,77.376722,284,9.7,291.2,12,0
1,2024/06/11 11:00,63.722837,77.159595,244,14.1,244.2,12,0
1,2024/06/11 14:00,61.205662,76.886587,212,11.9,223.8,12,0
1,2024/06/11 17:00,58.680228,76.563977,250,14.6,249.5,12,0
1,2024/06/11 20:00,55.586667,76.191667,250,15,246,12,0
1,2024/06/11 23:00,52.809563,75.888385,245,16.2,245.2,12,0
1,2024/06/12 02:00,49.636085,75.527638,249,16,250.1,12,0
1,2024/06/19 23:00,1.706323,51.078803,20,13.2,16.5,10.6,0
1,2024/06/20 02:00,2.348548,51.565597,45,14.6,45.9,10.6,0
1,2024/06/20 05:00,3.36485,51.934657,28,14.4,35.7,10.6,0
1,2024/06/21 05:00,3.724805,52.056288,308,14.9,303,10.6,0
1,2024/06/21 08:00,3.258323,52.825443,28,19.4,27.2,10.6,0
