ship_name,slice_time,lon,lat,hdg,sog,cog,draught,status
63,2024/06/24 23:00,50.795452,-7.364282,42,15.1,39,9.6,0
63,2024/06/25 02:00,51.262122,-6.745927,38,15.7,35.1,9.6,0
63,2024/06/25 05:00,51.730633,-6.121485,37,15.9,36.6,9.6,0
63,2024/06/25 08:00,52.207937,-5.47825,37,16.3,36.7,9.6,0
63,2024/06/25 11:00,52.707615,-4.821345,40,16.7,39.7,9.6,0
63,2024/06/25 14:00,53.228902,-4.17042,39,17,40.8,9.6,0
63,2024/06/25 17:00,53.766657,-3.51554,39,16.7,42.3,9.6,0
63,2024/06/25 20:00,54.333333,-2.885,39,17,41,9.6,0
63,2024/06/25 23:00,54.858417,-2.241965,38,16.6,38.6,9.6,0
63,2024/06/26 02:00,55.420133,-1.636453,37,17.2,36.8,9.6,0
63,2024/06/26 05:00,55.973165,-0.974673,41,16.8,41.8,9.6,0
63,2024/06/26 08:00,56.469445,-0.349892,38,16.6,39.1,9.6,0
63,2024/06/26 11:00,57.026405,0.335558,37,17.3,39.3,9.6,0
63,2024/07/03 20:00,51.624415,25.927205,98,6.8,97.8,12.2,0
63,2024/07/03 23:00,52.406575,26.108917,71,16.4,73.9,12.2,0
63,2024/07/04 02:00,53.291295,26.312115,89,15.7,86.6,12.2,0
63,2024/07/04 05:00,54.138143,26.208505,95,15.5,95.4,12.2,0
63,2024/07/04 08:00,55.036455,26.12495,96,16.8,95.2,12.2,0
63,2024/07/04 11:00,55.96499,26.295415,70,18,69.5,12.2,0
63,2024/07/04 14:00,56.641605,26.325842,172,15.6,174,12.2,0
63,2024/07/04 17:00,56.880503,25.570453,166,16.8,166.1,12.2,0
63,2024/07/04 20:00,57.470743,24.959657,130,16.6,131.5,12.2,0
63,2024/07/04 23:00,58.15729,24.43227,118,16.5,118.3,12.2,0
63,2024/07/05 02:00,58.811512,23.852965,127,17,128.7,12.2,0
63,2024/07/05 05:00,59.570825,23.353287,126,17.5,128.4,12.2,0
63,2024/07/05 08:00,60.284847,22.824295,143,16.1,139.5,12.2,0
63,2024/07/05 11:00,60.85448,22.223142,144,16.3,138.2,12.2,0
63,2024/07/05 14:00,61.375092,21.6191,139,15,139.7,12.2,0
63,2024/07/05 17:00,61.90074,21.025958,138,15.6,136.5,12.2,0
63,2024/07/05 20:00,62.437925,20.475985,146,15.1,141.1,12.2,0
63,2024/07/05 23:00,62.971168,19.902298,144,15.1,138.9,12.2,0
63,2024/07/06 02:00,63.493083,19.334107,141,15.5,140.1,12.2,0
63,2024/07/06 05:00,64.026873,18.774645,144,15.5,138,12.2,0
63,2024/07/06 08:00,64.534592,18.200243,143,15,139.5,12.2,0
63,2024/07/06 11:00,65.035,17.631667,143,15,138,12.2,0
63,2024/07/06 14:00,65.526132,17.050448,143,15.1,144.2,12.2,0
63,2024/07/06 17:00,66.036667,16.483333,143,15,137,12.2,0
63,2024/07/06 20:00,66.535,15.933333,143,14,140,12.2,0
63,2024/07/06 23:00,67.008333,15.398333,143,15,140,12.2,0
63,2024/07/07 02:00,67.526667,14.823333,143,15,137,12.2,0
63,2024/07/07 05:00,67.911667,14.388333,143,15,142,12.2,0
63,2024/07/07 08:00,68.541667,13.66,143,14,141,12.2,0
63,2024/07/07 11:00,69.098333,12.985,143,15,141,12.2,0
63,2024/07/07 14:00,69.455,12.561667,143,15,140,12.2,0
63,2024/07/07 17:00,69.95,11.976667,143,15,139,12.2,0
63,2024/07/07 20:00,70.42,11.445,143,15,139,12.2,0
63,2024/07/07 23:00,70.91,10.88,143,15,139,12.2,0
63,2024/07/08 02:00,71.438333,10.285,143,15,140,12.2,0
63,2024/07/08 05:00,71.926667,9.726667,143,15,138,12.2,0
63,2024/07/08 08:00,72.583333,9.265,143,16,126,12.2,0
63,2024/07/08 11:00,73.208333,8.811667,143,16,125,12.2,0
63,2024/07/08 14:00,73.876667,8.461667,143,16,113,12.2,0
63,2024/07/08 17:00,74.571667,8.153333,143,15,113,12.2,0
63,2024/07/08 20:00,75.280192,7.848023,113,15.7,116.3,12.2,0
63,2024/07/08 23:00,75.975,7.506667,113,15,112,12.2,0
63,2024/07/09 02:00,76.693333,7.181667,113,16,116,12.2,0
63,2024/07/09 05:00,77.416667,6.846667,113,16,112,12.2,0
63,2024/07/09 08:00,78.16991,6.569667,115,15.8,116.9,12.2,0
63,2024/07/09 11:00,78.855,6.236667,115,16,108,12.2,0
63,2024/07/09 14:00,79.629238,5.93343,108,16.2,109.3,12.2,0
63,2024/07/09 17:00,80.414272,5.620905,109,18,108.7,12.2,0
63,2024/07/09 20:00,81.279412,5.542617,92,17.4,94,12.2,0
63,2024/07/09 23:00,82.176823,5.507278,90,17.9,92.2,12.2,0
63,2024/07/10 02:00,83.034508,5.504603,88,17.3,90,12.2,0
63,2024/07/10 05:00,83.86,5.521667,88,16,90,12.2,0
63,2024/07/10 08:00,84.698333,5.535,88,16,89,12.2,0
63,2024/07/10 11:00,85.48881,5.550365,87,16.2,87.8,12.2,0
63,2024/07/10 14:00,86.296392,5.547782,90,15.7,89.5,12.2,0
63,2024/07/10 17:00,87.122677,5.55581,91,15.9,88.9,12.2,0
63,2024/07/10 20:00,87.903333,5.538333,91,15,92,12.2,0
63,2024/07/10 23:00,88.606667,5.536667,91,15,89,12.2,0
63,2024/07/11 02:00,89.308152,5.527602,90,14.6,88.1,12.2,0
63,2024/07/11 05:00,90.063787,5.514382,90,14.5,90.7,12.2,0
63,2024/07/11 08:00,90.778692,5.531698,89,14.2,90.4,12.2,0
63,2024/07/11 11:00,91.51152,5.530032,89,13.7,89.3,12.2,0
63,2024/07/11 14:00,92.179757,5.556293,77,14.2,78.5,12.2,0
63,2024/07/11 17:00,92.909287,5.714407,75,14.9,76.2,12.2,0
63,2024/07/11 20:00,93.664657,5.887663,76,14.6,78.8,12.2,0
63,2024/07/11 23:00,94.337592,6.046087,75,14.1,74.2,12.2,0
63,2024/07/12 02:00,94.839007,6.170118,78,15.8,77,12.2,0
63,2024/07/12 05:00,95.81616,6.060347,104,14.8,104.4,12.2,0
63,2024/07/12 08:00,96.496667,5.843333,104,15,107,12.2,0
63,2024/07/12 11:00,97.11889,5.745835,96,14.4,91.3,12.2,0
63,2024/07/12 14:00,97.805,5.581667,96,15,121,12.2,0
63,2024/07/12 17:00,98.430828,5.158983,132,15.6,134.2,12.2,0
63,2024/07/12 20:00,99.005,4.605,132,15,135,12.2,0
63,2024/07/12 23:00,99.543008,4.121587,139,14.7,139.5,12.2,0
63,2024/07/13 02:00,100.031578,3.6234,137,14.1,138,12.2,0
63,2024/07/13 05:00,100.561758,3.099995,136,14.6,136.5,12.2,0
63,2024/07/13 08:00,101.140212,2.695882,112,11,114.3,12.2,0
63,2024/07/13 11:00,101.631587,2.394057,130,11.8,130.6,12.2,0
63,2024/07/13 14:00,102.061382,2.06168,131,11.6,130.9,12.2,0
63,2024/07/13 17:00,102.49,1.793333,131,10,117,12.2,0
63,2024/07/13 20:00,102.937535,1.553352,122,10.2,122.5,12.2,0
63,2024/07/13 23:00,103.345917,1.24609,125,10.2,124.7,12.2,0
63,2024/07/14 02:00,103.728445,1.154467,118,9.7,123,12.2,0
63,2024/07/14 05:00,103.770952,1.176,231,0,123.2,12.2,1
63,2024/07/14 08:00,103.769607,1.176633,189,0,101.1,12.2,1
63,2024/07/14 11:00,103.768908,1.176598,173,0,264.9,12.2,1
63,2024/07/14 14:00,103.767472,1.175972,138,0,31.2,12.2,1
63,2024/07/14 17:00,103.768972,1.17693,163,0,244.9,12.3,1
63,2024/07/14 20:00,103.7691,1.176738,200,0.1,87.2,12.3,1
63,2024/07/14 23:00,103.77124,1.175918,244,0,139.1,12.3,1
63,2024/07/15 02:00,103.770872,1.174488,158,0.4,214.9,12.3,0
63,2024/07/15 05:00,104.268043,1.27525,80,11.7,80.1,12.3,0
63,2024/07/15 08:00,104.706805,1.647055,47,11.3,41.6,12.3,0
63,2024/07/15 11:00,105.10751,2.036453,51,11,49.4,12.3,0
63,2024/07/15 14:00,105.158172,2.657482,22,14.4,18.5,12.3,0
63,2024/07/15 17:00,105.573333,3.378333,22,15,31,12.3,0
63,2024/07/15 20:00,105.975813,4.001083,35,15.7,34.4,12.3,0
63,2024/07/15 23:00,106.406875,4.625823,35,15.1,33.7,12.3,0
63,2024/07/16 02:00,106.912132,5.1737,47,14.9,47.2,12.3,0
63,2024/07/16 05:00,107.2739007,5.53043,47,14.9,47.2,12.3,0
63,2024/07/16 05:00,107.6356693,5.88716,47,14.9,47.2,12.3,0
63,2024/07/16 08:00,107.997438,6.24389,41,16,41.9,12.3,0
63,2024/07/16 11:00,108.60453,6.79552,47,16,47.9,12.3,0
63,2024/07/16 14:00,109.192377,7.327487,36,15.5,39.6,12.3,0
63,2024/07/16 17:00,109.673775,7.899035,39,15.1,40.6,12.3,0
63,2024/07/16 20:00,110.138333,8.481667,39,15,46,12.3,0
63,2024/07/16 23:00,110.670227,9.025315,40,15.1,44.3,12.3,0
63,2024/07/17 02:00,111.176667,9.64,40,15,42,12.3,0
63,2024/07/17 05:00,111.655237,10.17362,39,15.2,40,12.3,0
63,2024/07/17 08:00,112.144493,10.747375,39,15.2,39.3,12.3,0
63,2024/07/17 11:00,112.658333,11.358333,39,15,40,12.3,0
63,2024/07/17 14:00,113.114852,11.891693,40,14.9,40.7,12.3,0
63,2024/07/17 17:00,113.651667,12.491667,40,15,46,12.3,0
63,2024/07/17 20:00,114.153333,13.033333,40,15,40,12.3,0
63,2024/07/17 23:00,114.648333,13.583333,40,15,40,12.3,0
63,2024/07/18 02:00,115.126667,14.151667,40,15,39,12.3,0
63,2024/07/18 05:00,115.622083,14.751885,42,15.2,38.2,12.3,0
63,2024/07/18 08:00,116.131667,15.325,42,15,39,12.3,0
63,2024/07/18 11:00,116.63,15.85,42,15,41,12.3,0
63,2024/07/18 14:00,117.185,16.48,42,15,40,12.3,0
63,2024/07/18 17:00,117.68514,16.995758,40,15.4,42.4,12.3,0
63,2024/07/18 20:00,118.193333,17.608333,40,15,36,12.3,0
63,2024/07/18 23:00,118.738333,18.211667,40,15,39,12.3,0
63,2024/07/19 02:00,119.237055,18.781807,40,15.5,37.7,12.3,0
63,2024/07/19 05:00,119.73839,19.344942,43,14.3,40.3,12.3,0
63,2024/07/19 08:00,120.23,19.885,43,14,42,12.3,0
63,2024/07/19 11:00,120.788535,20.466012,31,15.6,35.2,12.3,0
63,2024/07/19 14:00,121.325988,21.059502,39,16.9,38.9,12.3,0
63,2024/07/19 17:00,121.906542,21.676267,41,15.5,38.7,12.3,0
63,2024/07/19 20:00,122.285,22.358333,41,16,16,12.3,0
63,2024/07/19 23:00,122.441977,23.116185,8,15,8.5,12.3,0
63,2024/07/20 02:00,122.57169,23.875243,12,15.9,13.8,12.3,0
63,2024/07/20 05:00,122.76818,24.637662,24,17.1,24.4,12.3,0
63,2024/07/20 08:00,122.962342,25.497173,8,16.8,8.9,12.3,0
63,2024/07/20 11:00,123.148333,26.298333,8,15,10,12.3,0
63,2024/07/20 14:00,123.263333,26.55,8,0,137,12.3,0
63,2024/07/20 17:00,123.249775,26.564547,106,1,324,12.3,0
63,2024/07/20 20:00,123.211667,26.611667,106,1,321,12.3,0
63,2024/07/20 23:00,123.164023,26.632197,53,1,263.3,12.3,0
63,2024/07/21 02:00,123.111667,26.636667,53,1,309,12.3,0
63,2024/07/21 05:00,123.07188,26.680178,88,1.6,325,12.3,0
63,2024/07/21 08:00,123.032395,26.752205,113,1.3,340.8,12.3,0
63,2024/07/21 11:00,123.026917,26.79167,76,0.5,42.3,12.3,0
63,2024/07/21 14:00,123.047527,26.799177,48,0,56.5,12.3,0
63,2024/07/21 17:00,123.028215,26.821103,84,1,329.2,12.3,0
63,2024/07/21 20:00,122.97,26.876667,84,2,322,12.3,0
63,2024/07/21 23:00,122.935622,26.92506,66,0.6,4.1,12.3,0
63,2024/07/22 02:00,122.95873,26.939988,85,0.6,62.7,12.3,0
63,2024/07/22 05:00,122.961017,26.960695,111,0.8,346.1,12.3,0
63,2024/07/22 08:00,122.924085,27.01329,213,1.5,325.1,12.3,0
63,2024/07/22 11:00,122.910565,27.056002,213,0.6,34,12.3,0
63,2024/07/22 14:00,122.931178,27.088327,220,0.4,27.2,12.3,0
63,2024/07/22 17:00,123.431983,27.534715,49,14.8,49.7,12.3,0
63,2024/07/22 20:00,124.0392,28.032682,46,14.7,41.7,12.3,0
63,2024/07/22 23:00,124.721667,28.503333,46,15,63,12.3,0
63,2024/07/23 02:00,125.55,28.84,46,16,68,12.3,0
63,2024/07/23 05:00,126.031667,29.015,46,1,351,12.3,0
63,2024/07/23 08:00,126.013333,29.098333,46,2,358,12.3,0
63,2024/07/23 11:00,126.028333,29.193333,46,2,24,12.3,0
63,2024/07/23 14:00,126.099055,29.264083,74,1.7,55.2,12.3,0
63,2024/07/23 17:00,126.15,29.315,74,1,31,12.3,0
63,2024/07/23 20:00,126.153333,29.376667,74,1,340,12.3,0
63,2024/07/23 23:00,126.14841,29.440568,64,1.4,1.1,12.3,0
63,2024/07/24 02:00,126.177873,29.50029,52,1.6,34.7,12.3,0
63,2024/07/24 05:00,126.177672,29.569112,60,1.6,20.3,12.3,0
63,2024/07/24 08:00,126.189532,29.708562,82,2.6,12.7,12.3,0
63,2024/07/24 11:00,126.213837,29.849013,77,2.9,16.1,12.3,0
63,2024/07/24 14:00,126.279788,29.98033,64,2,43,12.3,0
63,2024/07/24 17:00,126.32729,30.022725,57,1.8,355.8,12.3,0
63,2024/07/24 20:00,126.309248,30.068292,63,0.9,341,12.3,0
63,2024/07/24 23:00,126.341598,30.117722,139,1.2,81,12.3,0
63,2024/07/25 02:00,126.434065,30.127775,145,2.5,91.6,12.3,0
63,2024/07/25 05:00,126.533333,30.098333,145,2,122,12.3,0
63,2024/07/25 08:00,126.587462,30.050843,160,1.6,158.6,12.3,0
63,2024/07/25 11:00,126.631667,30.001667,160,1,131,12.3,0
63,2024/07/25 14:00,126.671667,29.995,160,1,95,12.3,0
63,2024/07/25 17:00,126.776667,29.971667,160,2,141,12.3,0
63,2024/07/25 20:00,126.821667,29.931667,160,1,144,12.3,0
63,2024/07/25 23:00,126.863333,29.94,160,3,95,12.3,0
63,2024/07/26 02:00,126.954713,29.955437,151,1.8,91.5,12.3,0
63,2024/07/26 05:00,127.064585,29.947168,143,1.2,115.9,12.3,0
63,2024/07/26 08:00,127.153333,29.926667,143,1,105,12.3,0
63,2024/07/26 11:00,127.212735,29.922718,148,0.3,152.8,12.3,0
63,2024/07/26 14:00,127.306667,29.943333,148,1,82,12.3,0
63,2024/07/31 08:00,122.192793,29.864942,155,8,146.5,9.7,0
63,2024/07/31 11:00,122.839968,29.627055,105,16.5,102.7,9.7,0
63,2024/07/31 14:00,123.291973,29.024003,184,15.3,183.3,9.7,0
63,2024/07/31 17:00,123.278985,28.272638,175,16.1,175.7,9.7,0
63,2024/07/31 20:00,123.26,27.453333,175,16,185,9.7,0
63,2024/07/31 23:00,123.110897,26.642505,177,16.7,176.3,9.7,0
63,2024/08/01 02:00,123.022997,25.853443,190,14.5,187.8,9.7,0
63,2024/08/01 05:00,122.888333,25.118333,190,14,193,9.7,0
63,2024/08/01 08:00,122.696667,24.416667,190,15,195,9.7,0
63,2024/08/01 11:00,122.650488,23.671043,181,15.1,181.8,9.7,0
63,2024/08/01 14:00,122.491667,22.923333,181,15,200,9.7,0
63,2024/08/01 17:00,122.255405,22.146468,191,16.9,190.3,9.7,0
63,2024/08/01 20:00,121.783333,21.516667,191,17,229,9.7,0
63,2024/08/01 23:00,121.133333,20.918333,191,17,239,9.7,0
63,2024/08/02 02:00,120.593047,20.285257,212,17.3,216.4,9.7,0
63,2024/08/02 05:00,119.994888,19.610027,219,17.1,219.1,9.7,0
63,2024/08/02 08:00,119.461667,19.008333,219,16,219,9.7,0
63,2024/08/02 11:00,118.865,18.411667,219,15,220,9.7,0
63,2024/08/02 14:00,118.3729,17.857087,218,15.8,218.7,9.7,0
63,2024/08/02 17:00,117.859862,17.225303,214,15.8,213.7,9.7,0
63,2024/08/02 20:00,117.309062,16.591147,220,16.6,218.3,9.7,0
63,2024/08/02 23:00,116.711775,15.97568,225,17.2,227.1,9.7,0
63,2024/08/03 02:00,116.114738,15.321317,220,17.6,219.5,9.7,0
63,2024/08/03 05:00,115.56021,14.632757,213,17.2,213.5,9.7,0
63,2024/08/03 08:00,114.99388,14.020962,223,17,225,9.7,0
63,2024/08/03 11:00,114.415,13.418333,223,16,216,9.7,0
63,2024/08/03 14:00,113.885,12.778333,223,16,220,9.7,0
63,2024/08/03 17:00,113.315143,12.112645,223,17.7,220.4,9.7,0
63,2024/08/03 20:00,112.716667,11.453333,223,17,223,9.7,0
63,2024/08/03 23:00,112.168333,10.86,223,17,218,9.7,0
63,2024/08/04 02:00,111.656667,10.233333,223,16,226,9.7,0
63,2024/08/04 05:00,111.095,9.6,223,16,221,9.7,0
63,2024/08/04 08:00,110.555768,8.96755,210,16.3,208.6,9.7,0
63,2024/08/04 11:00,110.011667,8.386667,210,16,222,9.7,0
63,2024/08/04 14:00,109.452273,7.814273,221,17,221.5,9.7,0
63,2024/08/04 17:00,108.839723,7.239402,228,16.2,228.1,9.7,0
63,2024/08/04 20:00,108.275197,6.700328,227,15.8,227.4,9.7,0
63,2024/08/04 23:00,107.69,6.14,227,15,225,9.7,0
63,2024/08/05 02:00,107.138333,5.643333,227,16,222,9.7,0
63,2024/08/05 05:00,106.631667,4.951667,227,17,213,9.7,0
63,2024/08/05 08:00,106.155,4.31,227,17,221,9.7,0
63,2024/08/05 11:00,105.789643,3.814417,212,13.8,213.4,9.7,0
63,2024/08/05 14:00,105.373333,3.118333,212,16,212,9.7,0
63,2024/08/05 17:00,105.001667,2.475,212,15,204,9.7,0
63,2024/08/05 20:00,104.769852,1.81885,208,14.9,211.9,9.7,0
63,2024/08/05 23:00,104.241442,1.294468,256,14.2,256.8,9.7,0
63,2024/08/06 02:00,103.67977,1.164908,300,12.9,302.3,9.7,0
63,2024/08/06 05:00,102.97513,1.549685,306,17.3,305.3,9.7,0
63,2024/08/06 08:00,102.255643,1.945575,308,14.4,305.6,9.7,0
63,2024/08/06 11:00,101.720623,2.416353,308,15.1,308.5,9.7,0
63,2024/08/06 14:00,101.007525,2.819378,299,16.9,299.8,9.7,0
63,2024/08/06 17:00,100.441402,3.353723,296,15,294.7,9.7,0
63,2024/08/06 20:00,99.85435,3.890405,311,16.6,313.2,9.7,0
64,2024/02/19 23:00,52.125503,26.050482,75,15.6,77.9,12.4,0
64,2024/02/20 02:00,52.97846,26.242662,76,15.6,77,12.4,0
64,2024/02/20 05:00,53.812365,26.244917,94,15,94.8,12.4,0
64,2024/02/20 08:00,54.691172,26.169433,94,15,96.3,12.4,0
64,2024/02/20 11:00,55.484915,26.16825,70,15.7,67.8,12.4,0
64,2024/02/20 14:00,56.339332,26.479118,58,16.4,56,12.4,0
64,2024/02/20 17:00,56.733333,25.958333,168,18,168,12.4,0
64,2024/02/20 20:00,57.097628,25.143003,161,17.4,162.6,12.4,0
64,2024/02/20 23:00,57.605,24.64,123,15,123,12.4,0
64,2024/02/21 02:00,58.308773,24.160472,115,15,116.2,12.4,0
64,2024/02/21 05:00,59.06,23.681667,135,17,135,12.4,0
64,2024/02/21 08:00,59.778333,23.225,124,16,124,12.4,0
64,2024/02/21 11:00,60.485,22.605,141,15,141,12.4,0
64,2024/02/21 14:00,60.961667,22.081667,139,15,139,12.4,0
64,2024/02/21 17:00,61.54,21.455,141,16,141,12.4,0
64,2024/02/21 20:00,61.985,20.98,139,16,139,12.4,0
64,2024/02/21 23:00,62.57,20.323333,142,16,142,12.4,0
64,2024/02/22 02:00,63.106667,19.726667,140,16,140,12.4,0
64,2024/02/22 05:00,63.625,19.158333,140,16,140,12.4,0
64,2024/02/22 08:00,64.146667,18.57,140,16,140,12.4,0
64,2024/02/22 11:00,64.693333,17.966667,142,16,142,12.4,0
64,2024/02/22 14:00,65.251667,17.321667,136,16,136,12.4,0
64,2024/02/22 17:00,65.783333,16.756667,148,16,148,12.4,0
64,2024/02/22 20:00,66.271667,16.138333,136,15,136,12.4,0
64,2024/02/22 23:00,66.818333,15.576667,141,16,141,12.4,0
64,2024/02/23 02:00,67.398333,14.928333,141,16,141,12.4,0
64,2024/02/23 05:00,67.895,14.358333,137,16,137,12.4,0
64,2024/02/23 08:00,68.405,13.766667,138,15,138,12.4,0
64,2024/02/23 11:00,68.936667,13.165,140,16,140,12.4,0
64,2024/02/23 14:00,69.43,12.595,141,16,141,12.4,0
64,2024/02/23 17:00,69.993333,11.96,139,16,139,12.4,0
64,2024/02/23 20:00,70.465,11.418333,140,16,140,12.4,0
64,2024/02/23 23:00,70.991667,10.801667,143,16,143,12.4,0
64,2024/02/24 02:00,71.511667,10.198333,140,16,140,12.4,0
64,2024/02/24 05:00,72.061623,9.609593,124,15.3,124.9,12.4,0
64,2024/02/24 08:00,72.686667,9.173333,127,15,127,12.4,0
64,2024/02/24 11:00,73.316667,8.741667,120,16,120,12.4,0
64,2024/02/24 14:00,74.06,8.358333,117,16,117,12.4,0
64,2024/02/24 17:00,74.818333,8.038333,114,18,114,12.4,0
64,2024/02/24 20:00,75.66,7.653333,112,16,112,12.4,0
64,2024/02/24 23:00,76.423333,7.333333,114,16,114,12.4,0
64,2024/02/25 02:00,77.15765,6.983678,114,15.9,120.6,12.4,0
64,2024/02/25 05:00,77.868333,6.706667,113,16,113,12.4,0
64,2024/02/25 08:00,78.581667,6.381667,135,16,135,12.4,0
64,2024/02/25 11:00,78.994286,6.264286,135,16,135,12.4,0
64,2024/02/25 11:00,79.406905,6.146905,135,16,135,12.4,0
64,2024/02/25 14:00,79.819524,6.029524,135,16,135,12.4,0
64,2024/02/25 14:00,80.232143,5.912143,135,16,135,12.4,0
64,2024/02/25 17:00,81.057381,5.677381,135,16,135,12.4,0
64,2024/02/25 17:00,80.644762,5.794762,135,16,135,12.4,0
64,2024/02/25 20:00,81.47,5.56,90,15,90,12.4,0
64,2024/02/25 23:00,82.206667,5.55,91,15,91,12.4,0
64,2024/02/26 02:00,82.963333,5.551667,89,15,89,12.4,0
64,2024/02/26 05:00,83.711667,5.553333,91,15,91,12.4,0
64,2024/02/26 08:00,84.503333,5.545,92,15,92,12.4,0
64,2024/02/26 11:00,85.203333,5.54,91,14,91,12.4,0
64,2024/02/26 14:00,85.883333,5.533333,93,14,93,12.4,0
64,2024/02/26 17:00,86.573333,5.635,71,14,71,12.4,0
64,2024/02/26 20:00,87.218333,5.798333,79,13,79,12.4,0
64,2024/02/26 23:00,87.841667,5.751667,103,13,103,12.4,0
64,2024/02/27 02:00,88.526667,5.638333,100,13,100,12.4,0
64,2024/02/27 05:00,89.168333,5.536667,98,14,98,12.4,0
64,2024/02/27 08:00,89.845,5.501667,92,14,92,12.4,0
64,2024/02/27 11:00,90.54,5.506667,89,14,89,12.4,0
64,2024/02/27 14:00,91.241667,5.506667,89,14,89,12.4,0
64,2024/02/27 17:00,91.98,5.548333,84,14,84,12.4,0
64,2024/02/27 20:00,92.655,5.658333,78,14,78,12.3,0
64,2024/02/27 23:00,93.341667,5.831667,76,13,76,12.3,0
64,2024/02/28 02:00,93.986935,5.987128,74,13.3,75.4,12.3,0
64,2024/02/28 05:00,94.686667,6.153333,83,13,83,12.3,0
64,2024/02/28 08:00,95.34,6.186667,100,14,100,12.3,0
64,2024/02/28 11:00,96.026927,6.013632,103,14.3,101.4,12.3,0
64,2024/02/28 14:00,96.691667,5.875,94,14,94,12.3,0
64,2024/02/28 17:00,97.406667,5.731667,110,14,110,12.3,0
64,2024/02/28 20:00,98.05835,5.528798,134,14.2,135.5,12.3,0
64,2024/02/28 23:00,98.57,5.011667,154,15,154,12.3,0
64,2024/02/29 02:00,99.116667,4.5,135,16,135,12.3,0
64,2024/02/29 05:00,99.706667,3.973333,131,16,131,12.3,0
64,2024/02/29 08:00,100.265538,3.429627,136,15,135.9,12.3,0
64,2024/02/29 11:00,100.657165,2.999128,140,9.5,138.7,12.3,0
64,2024/02/29 14:00,101.040037,2.760447,120,9.1,120.4,12.3,0
64,2024/02/29 17:00,101.455855,2.538182,128,9.2,128.3,12.3,0
64,2024/02/29 20:00,101.855807,2.223997,128,11.2,128.2,12.3,0
64,2024/02/29 23:00,102.315125,1.862283,115,11.8,116.5,12.3,0
64,2024/03/01 02:00,102.826667,1.605,122,12,122,12.3,0
64,2024/03/01 05:00,103.301308,1.275137,134,10.6,135.8,12.3,0
64,2024/03/01 08:00,103.712488,1.079118,59,9.8,58.3,12.3,0
64,2024/03/01 11:00,104.171537,1.250455,83,14.1,81.7,12.3,0
64,2024/03/01 14:00,104.713333,1.615,50,13,50,12.3,0
64,2024/03/01 17:00,105.135,2.048333,26,12,26,12.3,0
64,2024/03/01 20:00,105.181782,2.632527,0,12.1,359.2,12.3,0
64,2024/03/01 23:00,105.463333,3.166667,28,12,28,12.3,0
64,2024/03/02 02:00,105.751667,3.705,29,13,29,12.3,0
64,2024/03/02 05:00,106.176667,4.25,35,13,35,12.3,0
64,2024/03/02 08:00,106.521667,4.75,31,12,31,12.3,0
64,2024/03/02 11:00,106.939368,5.189915,45,14.4,44,12.3,0
64,2024/03/02 14:00,107.436667,5.651667,46,14,46,12.3,0
64,2024/03/02 17:00,107.974163,6.159157,48,13.7,48.1,12.3,0
64,2024/03/02 20:00,108.421667,6.555,44,12,44,12.3,0
64,2024/03/02 23:00,108.881667,7.026667,46,15,46,12.3,0
64,2024/03/03 02:00,109.388333,7.55,40,15,40,12.3,0
64,2024/03/03 05:00,109.902823,8.127028,52,14.8,51.5,12.3,0
64,2024/03/03 08:00,110.373333,8.691667,41,15,41,12.3,0
64,2024/03/03 11:00,110.861588,9.244447,42,15.1,41.5,12.3,0
64,2024/03/03 14:00,111.376667,9.825,39,15,39,12.3,0
64,2024/03/03 17:00,111.8624,10.379145,38,15.4,37.3,12.3,0
64,2024/03/03 20:00,112.373333,11.005,40,15,40,12.3,0
64,2024/03/03 23:00,112.896667,11.543333,41,15,41,12.3,0
64,2024/03/04 02:00,113.406665,12.133332,41,15,41,12.3,0
64,2024/03/04 05:00,113.938333,12.713333,40,15,40,12.2,0
64,2024/03/04 08:00,114.435,13.278333,41,16,41,12.2,0
64,2024/03/04 11:00,114.953333,13.845,38,16,38,12.2,0
64,2024/03/04 14:00,115.506667,14.45,32,16,32,12.2,0
64,2024/03/04 17:00,116.037078,15.064477,31,16.1,29.8,12.2,0
64,2024/03/13 14:00,119.877815,35.428817,144,10.6,139.8,9.8,0
64,2024/03/13 17:00,120.546407,35.012777,117,15.5,117.5,9.7,0
64,2024/03/13 20:00,121.5907,34.948348,89,17.3,91.1,9.7,0
64,2024/03/13 23:00,122.218335,34.528123,131,17.2,131.1,9.7,0
64,2024/03/14 02:00,123.044292,33.74224,146,16,141,9.7,0
64,2024/03/14 05:00,123.498333,32.998333,127,18,127,9.7,0
64,2024/03/14 08:00,123.3829144,32.59697677,127,18,127,9.7,0
64,2024/03/14 08:00,123.2674959,32.19562054,127,18,127,9.7,0
64,2024/03/14 11:00,123.1520773,31.79426431,127,18,127,9.7,0
64,2024/03/14 11:00,123.0366587,31.39290809,127,18,127,9.7,0
64,2024/03/14 14:00,122.9212401,30.99155186,127,18,127,9.7,0
64,2024/03/14 14:00,122.8058216,30.59019563,127,18,127,9.7,0
64,2024/03/14 17:00,122.5749844,29.78748317,127,18,127,9.7,0
64,2024/03/14 17:00,122.690403,30.1888394,127,18,127,9.7,0
64,2024/03/14 20:00,122.4595659,29.38612694,127,18,127,9.7,0
64,2024/03/14 20:00,122.3441473,28.98477071,127,18,127,9.7,0
64,2024/03/14 23:00,122.2287287,28.58341449,127,18,127,9.7,0
